0.384776, 0.552856, 0.0, 0.528412, 0.720315, 0.0, 0.279496, 0
0.396393, 0.584035, 0.0, 0.701805, 0.655577, 0.006204, 0.322428, 0
0.450524, 0.550247, 0.0, 0.534201, 0.527567, 0.0, 0.485953, 1
0.35684, 0.543001, 0.0, 0.736909, 0.69166, 0.006179, 0.315468, 0
0.847261, 0.286361, 0.0, 0.217792, 0.0, 0.019135, 1.0, 0
0.429671, 0.39351, 0.0, 0.434855, 0.605774, 0.072899, 0.523039, 0
0.584255, 0.102349, 0.0, 0.476406, 0.560152, 0.126978, 0.707716, 0
1.0, 0.037905, 0.0, 0.562778, 0.482497, 0.093874, 0.752231, 0
0.57363, 0.302251, 0.0, 0.113141, 0.301706, 0.009378, 0.808936, 0
0.556686, 0.499898, 0.223082, 0.320344, 0.536066, 0.051706, 0.517095, 0
0.613203, 0.554432, 0.299986, 0.404192, 0.539411, 0.061478, 0.470401, 0
0.336627, 0.267673, 0.0, 0.39822, 0.683296, 0.058456, 0.533381, 0
0.214517, 0.427859, 0.0, 0.075956, 0.649373, 0.0, 0.475558, 0
0.396759, 0.33365, 0.07188, 0.359022, 0.661453, 0.020087, 0.514747, 0
0.5493, 0.441723, 0.0, 0.385346, 0.462426, 0.050043, 0.614514, 0
0.67378, 0.50907, 0.0, 0.323405, 0.25417, 0.029994, 0.734364, 0
0.418806, 0.03328, 0.0, 0.140033, 0.462815, 0.0, 0.816973, 0
0.439325, 0.0, 0.0, 0.134433, 0.442051, 0.0, 0.843725, 0
0.333872, 0.593675, 0.0, 0.077576, 0.490887, 0.0, 0.505591, 1
0.464218, 0.596442, 0.0, 0.209942, 0.441934, 0.015535, 0.542609, 0
0.516543, 0.429553, 0.0, 0.331199, 0.444779, 0.051567, 0.637122, 0
